地域,国名,年月,四半期,月,人数,昨対比,人口比,通貨為替レート(円) の平均,為替昨対比,月,四半期
近隣アジア,中国,2019-08-01 00:00:00,Qtr 3,August,1000639,116.337%,0.070%,15.03,92.663%,8,3
中東,イスラエル,2019-08-01 00:00:00,Qtr 3,August,2130,92.168%,0.024%,,,8,3
東南アジア,インド,2019-08-01 00:00:00,Qtr 3,August,13308,126.634%,0.001%,1.50,93.750%,8,3
東南アジア,インドネシア,2019-08-01 00:00:00,Qtr 3,August,16160,92.501%,0.006%,0.75,98.684%,8,3
東南アジア,シンガポール,2019-08-01 00:00:00,Qtr 3,August,19698,120.610%,0.334%,76.79,94.592%,8,3
東南アジア,タイ,2019-08-01 00:00:00,Qtr 3,August,49589,104.383%,0.071%,3.46,102.976%,8,3
東南アジア,フィリピン,2019-08-01 00:00:00,Qtr 3,August,31470,127.337%,0.028%,2.04,97.608%,8,3
東南アジア,ベトナム,2019-08-01 00:00:00,Qtr 3,August,43709,127.696%,0.044%,,,8,3
東南アジア,マレーシア,2019-08-01 00:00:00,Qtr 3,August,19827,98.431%,0.060%,25.41,93.557%,8,3
南アメリカ,その他南アメリカ,2019-08-01 00:00:00,Qtr 3,August,3840,103.143%,,,,8,3
南アメリカ,ブラジル,2019-08-01 00:00:00,Qtr 3,August,2957,111.417%,0.001%,,,8,3
南アメリカ,メキシコ,2019-08-01 00:00:00,Qtr 3,August,4800,100.862%,0.004%,5.40,91.525%,8,3
北アメリカ,カナダ,2019-08-01 00:00:00,Qtr 3,August,27568,110.489%,0.072%,80.11,94.037%,8,3
北アメリカ,その他北アメリカ,2019-08-01 00:00:00,Qtr 3,August,1669,156.714%,,,,8,3
北アメリカ,米国,2019-08-01 00:00:00,Qtr 3,August,117828,114.294%,0.035%,106.33,95.715%,8,3
,,2019-07-01 00:00:00,Qtr 3,July,,,,96.53,96.393%,7,3
オセアニア,その他オセアニア,2019-07-01 00:00:00,Qtr 3,July,439,89.047%,,,,7,3
オセアニア,ニュージーランド,2019-07-01 00:00:00,Qtr 3,July,6241,113.000%,0.127%,72.36,95.676%,7,3
オセアニア,豪州,2019-07-01 00:00:00,Qtr 3,July,34873,102.983%,0.134%,75.61,91.693%,7,3
その他,無国籍・その他,2019-07-01 00:00:00,Qtr 3,July,62,114.815%,,,,7,3
その他アジア,その他アジア,2019-07-01 00:00:00,Qtr 3,July,17285,112.922%,,,,7,3
その他アジア,モンゴル,2019-07-01 00:00:00,Qtr 3,July,2203,96.750%,0.065%,,,7,3
ヨーロッパ,アイルランド,2019-07-01 00:00:00,Qtr 3,July,1889,106.064%,0.038%,,,7,3
ヨーロッパ,イタリア,2019-07-01 00:00:00,Qtr 3,July,13566,100.192%,0.022%,,,7,3
ヨーロッパ,オーストリア,2019-07-01 00:00:00,Qtr 3,July,3005,118.447%,0.033%,,,7,3
ヨーロッパ,オランダ,2019-07-01 00:00:00,Qtr 3,July,10459,114.556%,0.061%,,,7,3
ヨーロッパ,スイス,2019-07-01 00:00:00,Qtr 3,July,6489,97.010%,0.074%,109.64,97.849%,7,3
ヨーロッパ,スウェーデン,2019-07-01 00:00:00,Qtr 3,July,4364,99.703%,0.043%,11.51,91.204%,7,3
ヨーロッパ,スペイン,2019-07-01 00:00:00,Qtr 3,July,15771,116.943%,0.034%,,,7,3
ヨーロッパ,その他ヨーロッパ,2019-07-01 00:00:00,Qtr 3,July,9735,109.777%,,,,7,3
ヨーロッパ,デンマーク,2019-07-01 00:00:00,Qtr 3,July,4972,115.520%,0.086%,16.28,93.188%,7,3
ヨーロッパ,ドイツ,2019-07-01 00:00:00,Qtr 3,July,18593,108.351%,0.022%,,,7,3
ヨーロッパ,トルコ,2019-07-01 00:00:00,Qtr 3,July,2025,111.940%,0.002%,19.08,81.434%,7,3
ヨーロッパ,ノルウェー,2019-07-01 00:00:00,Qtr 3,July,3320,111.785%,0.060%,12.58,91.825%,7,3
ヨーロッパ,フィンランド,2019-07-01 00:00:00,Qtr 3,July,2108,102.430%,0.038%,,,7,3
ヨーロッパ,フランス,2019-07-01 00:00:00,Qtr 3,July,34634,104.147%,0.053%,,,7,3
ヨーロッパ,ベルギー,2019-07-01 00:00:00,Qtr 3,July,5166,106.912%,0.044%,,,7,3
ヨーロッパ,ポーランド,2019-07-01 00:00:00,Qtr 3,July,3217,117.452%,0.009%,28.54,94.849%,7,3
ヨーロッパ,ポルトガル,2019-07-01 00:00:00,Qtr 3,July,2828,115.523%,0.028%,,,7,3
ヨーロッパ,ロシア,2019-07-01 00:00:00,Qtr 3,July,9005,115.924%,0.006%,1.71,96.610%,7,3
ヨーロッパ,英国,2019-07-01 00:00:00,Qtr 3,July,28928,109.129%,0.042%,135.16,92.152%,7,3
近隣アジア,マカオ,2019-07-01 00:00:00,Qtr 3,July,16358,111.697%,2.337%,,,7,3
近隣アジア,韓国,2019-07-01 00:00:00,Qtr 3,July,561675,92.388%,1.095%,9.21,92.843%,7,3
近隣アジア,香港,2019-07-01 00:00:00,Qtr 3,July,216810,95.614%,2.853%,13.86,97.674%,7,3
近隣アジア,台湾,2019-07-01 00:00:00,Qtr 3,July,459216,99.727%,1.949%,3.49,95.616%,7,3
近隣アジア,中国,2019-07-01 00:00:00,Qtr 3,July,1050420,119.489%,0.074%,15.74,95.048%,7,3
中東,イスラエル,2019-07-01 00:00:00,Qtr 3,July,2221,101.787%,0.025%,,,7,3
東南アジア,インド,2019-07-01 00:00:00,Qtr 3,July,13222,106.380%,0.001%,1.58,97.531%,7,3
東南アジア,インドネシア,2019-07-01 00:00:00,Qtr 3,July,25215,95.169%,0.009%,0.77,100.000%,7,3
東南アジア,シンガポール,2019-07-01 00:00:00,Qtr 3,July,21716,101.557%,0.368%,79.57,97.369%,7,3
東南アジア,タイ,2019-07-01 00:00:00,Qtr 3,July,73202,98.387%,0.104%,3.52,105.075%,7,3
東南アジア,フィリピン,2019-07-01 00:00:00,Qtr 3,July,37771,130.402%,0.034%,2.12,101.435%,7,3
東南アジア,ベトナム,2019-07-01 00:00:00,Qtr 3,July,40762,121.707%,0.041%,,,7,3
東南アジア,マレーシア,2019-07-01 00:00:00,Qtr 3,July,22957,99.433%,0.069%,26.26,95.422%,7,3
南アメリカ,その他南アメリカ,2019-07-01 00:00:00,Qtr 3,July,4236,89.405%,,,,7,3
南アメリカ,ブラジル,2019-07-01 00:00:00,Qtr 3,July,4476,100.629%,0.002%,,,7,3
南アメリカ,メキシコ,2019-07-01 00:00:00,Qtr 3,July,8661,94.285%,0.007%,5.68,97.094%,7,3
北アメリカ,カナダ,2019-07-01 00:00:00,Qtr 3,July,29285,107.460%,0.076%,82.65,97.488%,7,3
北アメリカ,その他北アメリカ,2019-07-01 00:00:00,Qtr 3,July,1293,114.526%,,,,7,3
北アメリカ,米国,2019-07-01 00:00:00,Qtr 3,July,156865,106.917%,0.047%,108.28,97.208%,7,3
,,2019-06-01 00:00:00,Qtr 2,June,,,,96.48,97.412%,6,2
オセアニア,その他オセアニア,2019-06-01 00:00:00,Qtr 2,June,536,115.021%,,,,6,2
オセアニア,ニュージーランド,2019-06-01 00:00:00,Qtr 2,June,5541,107.802%,0.113%,71.30,93.325%,6,2
オセアニア,豪州,2019-06-01 00:00:00,Qtr 2,June,37283,104.195%,0.143%,75.08,91.050%,6,2
その他,無国籍・その他,2019-06-01 00:00:00,Qtr 2,June,72,110.769%,,,,6,2
その他アジア,その他アジア,2019-06-01 00:00:00,Qtr 2,June,15980,127.585%,,,,6,2
その他アジア,モンゴル,2019-06-01 00:00:00,Qtr 2,June,2570,128.887%,0.076%,,,6,2
ヨーロッパ,アイルランド,2019-06-01 00:00:00,Qtr 2,June,1887,109.391%,0.038%,,,6,2
ヨーロッパ,イタリア,2019-06-01 00:00:00,Qtr 2,June,11357,102.834%,0.019%,,,6,2
ヨーロッパ,オーストリア,2019-06-01 00:00:00,Qtr 2,June,1732,108.115%,0.019%,,,6,2
ヨーロッパ,オランダ,2019-06-01 00:00:00,Qtr 2,June,4930,110.020%,0.029%,,,6,2
ヨーロッパ,スイス,2019-06-01 00:00:00,Qtr 2,June,3145,102.711%,0.036%,109.32,98.362%,6,2
ヨーロッパ,スウェーデン,2019-06-01 00:00:00,Qtr 2,June,5321,98.977%,0.052%,11.49,91.920%,6,2
ヨーロッパ,スペイン,2019-06-01 00:00:00,Qtr 2,June,9762,117.785%,0.021%,,,6,2
ヨーロッパ,その他ヨーロッパ,2019-06-01 00:00:00,Qtr 2,June,8897,113.366%,,,,6,2
ヨーロッパ,デンマーク,2019-06-01 00:00:00,Qtr 2,June,1980,105.040%,0.034%,16.34,94.780%,6,2
ヨーロッパ,ドイツ,2019-06-01 00:00:00,Qtr 2,June,15697,108.848%,0.019%,,,6,2
ヨーロッパ,トルコ,2019-06-01 00:00:00,Qtr 2,June,2736,174.713%,0.003%,18.62,78.268%,6,2
ヨーロッパ,ノルウェー,2019-06-01 00:00:00,Qtr 2,June,2453,109.656%,0.045%,12.52,92.399%,6,2
ヨーロッパ,フィンランド,2019-06-01 00:00:00,Qtr 2,June,3054,113.998%,0.055%,,,6,2
ヨーロッパ,フランス,2019-06-01 00:00:00,Qtr 2,June,21317,109.989%,0.032%,,,6,2
ヨーロッパ,ベルギー,2019-06-01 00:00:00,Qtr 2,June,2553,120.311%,0.022%,,,6,2
ヨーロッパ,ポーランド,2019-06-01 00:00:00,Qtr 2,June,2721,109.365%,0.007%,28.64,95.914%,6,2
ヨーロッパ,ポルトガル,2019-06-01 00:00:00,Qtr 2,June,2577,142.612%,0.026%,,,6,2
ヨーロッパ,ロシア,2019-06-01 00:00:00,Qtr 2,June,8844,125.482%,0.006%,1.69,96.571%,6,2
ヨーロッパ,英国,2019-06-01 00:00:00,Qtr 2,June,25801,114.417%,0.038%,137.03,93.721%,6,2
近隣アジア,マカオ,2019-06-01 00:00:00,Qtr 2,June,9962,119.966%,1.423%,,,6,2
近隣アジア,韓国,2019-06-01 00:00:00,Qtr 2,June,611867,100.941%,1.193%,9.21,91.460%,6,2
近隣アジア,香港,2019-06-01 00:00:00,Qtr 2,June,209030,101.694%,2.750%,13.81,98.502%,6,2
近隣アジア,台湾,2019-06-01 00:00:00,Qtr 2,June,461085,100.917%,1.957%,3.46,94.536%,6,2
近隣アジア,中国,2019-06-01 00:00:00,Qtr 2,June,880651,115.731%,0.062%,15.65,91.843%,6,2
中東,イスラエル,2019-06-01 00:00:00,Qtr 2,June,1644,106.892%,0.018%,,,6,2
東南アジア,インド,2019-06-01 00:00:00,Qtr 2,June,15359,123.020%,0.001%,1.56,95.706%,6,2
東南アジア,インドネシア,2019-06-01 00:00:00,Qtr 2,June,49290,87.772%,0.018%,0.76,96.203%,6,2
東南アジア,シンガポール,2019-06-01 00:00:00,Qtr 2,June,47264,118.234%,0.801%,79.33,97.147%,6,2
東南アジア,タイ,2019-06-01 00:00:00,Qtr 2,June,62984,85.527%,0.090%,3.47,102.360%,6,2
東南アジア,フィリピン,2019-06-01 00:00:00,Qtr 2,June,46842,125.400%,0.042%,2.09,100.966%,6,2
東南アジア,ベトナム,2019-06-01 00:00:00,Qtr 2,June,35419,120.162%,0.036%,,,6,2
東南アジア,マレーシア,2019-06-01 00:00:00,Qtr 2,June,30534,83.742%,0.092%,25.99,94.372%,6,2
南アメリカ,その他南アメリカ,2019-06-01 00:00:00,Qtr 2,June,4431,107.810%,,,,6,2
南アメリカ,ブラジル,2019-06-01 00:00:00,Qtr 2,June,3363,119.850%,0.002%,,,6,2
南アメリカ,メキシコ,2019-06-01 00:00:00,Qtr 2,June,5676,101.176%,0.004%,5.61,103.506%,6,2
北アメリカ,カナダ,2019-06-01 00:00:00,Qtr 2,June,25402,106.222%,0.066%,81.29,96.935%,6,2
北アメリカ,その他北アメリカ,2019-06-01 00:00:00,Qtr 2,June,1149,106.389%,,,,6,2
北アメリカ,米国,2019-06-01 00:00:00,Qtr 2,June,175491,108.505%,0.052%,108.12,98.264%,6,2
,,2019-05-01 00:00:00,Qtr 2,May,,,,97.87,98.678%,5,2
オセアニア,その他オセアニア,2019-05-01 00:00:00,Qtr 2,May,433,108.521%,,,,5,2
オセアニア,ニュージーランド,2019-05-01 00:00:00,Qtr 2,May,6222,109.832%,0.127%,71.96,94.386%,5,2
オセアニア,豪州,2019-05-01 00:00:00,Qtr 2,May,46223,116.834%,0.177%,76.17,92.204%,5,2
その他,無国籍・その他,2019-05-01 00:00:00,Qtr 2,May,66,117.857%,,,,5,2
その他アジア,その他アジア,2019-05-01 00:00:00,Qtr 2,May,16160,111.741%,,,,5,2
その他アジア,モンゴル,2019-05-01 00:00:00,Qtr 2,May,2166,103.587%,0.064%,,,5,2
ヨーロッパ,アイルランド,2019-05-01 00:00:00,Qtr 2,May,1949,100.620%,0.039%,,,5,2
ヨーロッパ,イタリア,2019-05-01 00:00:00,Qtr 2,May,12463,102.307%,0.021%,,,5,2
ヨーロッパ,オーストリア,2019-05-01 00:00:00,Qtr 2,May,2179,93.159%,0.024%,,,5,2
ヨーロッパ,オランダ,2019-05-01 00:00:00,Qtr 2,May,7502,108.192%,0.044%,,,5,2
ヨーロッパ,スイス,2019-05-01 00:00:00,Qtr 2,May,4608,96.909%,0.052%,108.76,98.846%,5,2
ヨーロッパ,スウェーデン,2019-05-01 00:00:00,Qtr 2,May,4171,98.211%,0.041%,11.43,91.148%,5,2
ヨーロッパ,スペイン,2019-05-01 00:00:00,Qtr 2,May,9971,107.180%,0.021%,,,5,2
ヨーロッパ,その他ヨーロッパ,2019-05-01 00:00:00,Qtr 2,May,11123,110.930%,,,,5,2
ヨーロッパ,デンマーク,2019-05-01 00:00:00,Qtr 2,May,2404,120.020%,0.041%,16.45,94.486%,5,2
ヨーロッパ,ドイツ,2019-05-01 00:00:00,Qtr 2,May,21552,105.834%,0.026%,,,5,2
ヨーロッパ,トルコ,2019-05-01 00:00:00,Qtr 2,May,1906,115.796%,0.002%,18.11,72.965%,5,2
ヨーロッパ,ノルウェー,2019-05-01 00:00:00,Qtr 2,May,1537,104.203%,0.028%,12.56,92.625%,5,2
ヨーロッパ,フィンランド,2019-05-01 00:00:00,Qtr 2,May,3102,121.504%,0.055%,,,5,2
ヨーロッパ,フランス,2019-05-01 00:00:00,Qtr 2,May,30863,104.327%,0.047%,,,5,2
ヨーロッパ,ベルギー,2019-05-01 00:00:00,Qtr 2,May,3351,112.601%,0.029%,,,5,2
ヨーロッパ,ポーランド,2019-05-01 00:00:00,Qtr 2,May,3442,92.353%,0.009%,28.59,94.388%,5,2
ヨーロッパ,ポルトガル,2019-05-01 00:00:00,Qtr 2,May,2728,128.801%,0.027%,,,5,2
ヨーロッパ,ロシア,2019-05-01 00:00:00,Qtr 2,May,9691,130.081%,0.007%,1.69,96.023%,5,2
ヨーロッパ,英国,2019-05-01 00:00:00,Qtr 2,May,31642,104.395%,0.046%,140.80,95.199%,5,2
近隣アジア,マカオ,2019-05-01 00:00:00,Qtr 2,May,8538,105.616%,1.220%,,,5,2
近隣アジア,韓国,2019-05-01 00:00:00,Qtr 2,May,603394,94.228%,1.176%,9.26,90.784%,5,2
近隣アジア,香港,2019-05-01 00:00:00,Qtr 2,May,189007,99.214%,2.487%,14.00,100.143%,5,2
近隣アジア,台湾,2019-05-01 00:00:00,Qtr 2,May,426537,96.916%,1.810%,3.51,95.380%,5,2
近隣アジア,中国,2019-05-01 00:00:00,Qtr 2,May,756365,113.127%,0.053%,15.93,92.348%,5,2
中東,イスラエル,2019-05-01 00:00:00,Qtr 2,May,3164,114.762%,0.036%,,,5,2
東南アジア,インド,2019-05-01 00:00:00,Qtr 2,May,19914,115.303%,0.001%,1.58,96.933%,5,2
東南アジア,インドネシア,2019-05-01 00:00:00,Qtr 2,May,30107,95.699%,0.011%,0.76,97.436%,5,2
東南アジア,シンガポール,2019-05-01 00:00:00,Qtr 2,May,37650,95.595%,0.638%,80.06,97.682%,5,2
東南アジア,タイ,2019-05-01 00:00:00,Qtr 2,May,107857,104.155%,0.154%,3.46,100.875%,5,2
東南アジア,フィリピン,2019-05-01 00:00:00,Qtr 2,May,59578,100.952%,0.053%,2.10,100.000%,5,2
東南アジア,ベトナム,2019-05-01 00:00:00,Qtr 2,May,39900,141.630%,0.040%,,,5,2
東南アジア,マレーシア,2019-05-01 00:00:00,Qtr 2,May,42629,117.048%,0.128%,26.32,95.018%,5,2
南アメリカ,その他南アメリカ,2019-05-01 00:00:00,Qtr 2,May,4789,84.091%,,,,5,2
南アメリカ,ブラジル,2019-05-01 00:00:00,Qtr 2,May,4244,104.352%,0.002%,,,5,2
南アメリカ,メキシコ,2019-05-01 00:00:00,Qtr 2,May,5482,95.124%,0.004%,5.75,102.313%,5,2
北アメリカ,カナダ,2019-05-01 00:00:00,Qtr 2,May,35335,112.471%,0.092%,81.61,95.652%,5,2
北アメリカ,その他北アメリカ,2019-05-01 00:00:00,Qtr 2,May,1338,123.091%,,,,5,2
北アメリカ,米国,2019-05-01 00:00:00,Qtr 2,May,156962,111.746%,0.047%,109.86,100.100%,5,2
,,2019-04-01 00:00:00,Qtr 2,April,,,,99.64,101.669%,4,2
オセアニア,その他オセアニア,2019-04-01 00:00:00,Qtr 2,April,338,91.848%,,,,4,2
オセアニア,ニュージーランド,2019-04-01 00:00:00,Qtr 2,April,9010,117.074%,0.184%,75.14,96.333%,4,2
オセアニア,豪州,2019-04-01 00:00:00,Qtr 2,April,70504,122.761%,0.270%,79.55,96.191%,4,2
その他,無国籍・その他,2019-04-01 00:00:00,Qtr 2,April,67,94.366%,,,,4,2
その他アジア,その他アジア,2019-04-01 00:00:00,Qtr 2,April,28928,98.639%,,,,4,2
その他アジア,モンゴル,2019-04-01 00:00:00,Qtr 2,April,2650,112.146%,0.078%,,,4,2
ヨーロッパ,アイルランド,2019-04-01 00:00:00,Qtr 2,April,2481,131.339%,0.050%,,,4,2
ヨーロッパ,イタリア,2019-04-01 00:00:00,Qtr 2,April,24062,135.469%,0.040%,,,4,2
ヨーロッパ,オーストリア,2019-04-01 00:00:00,Qtr 2,April,3451,150.370%,0.038%,,,4,2
ヨーロッパ,オランダ,2019-04-01 00:00:00,Qtr 2,April,9476,107.817%,0.055%,,,4,2
ヨーロッパ,スイス,2019-04-01 00:00:00,Qtr 2,April,7983,123.691%,0.091%,111.01,99.811%,4,2
ヨーロッパ,スウェーデン,2019-04-01 00:00:00,Qtr 2,April,6702,108.887%,0.066%,12.01,94.196%,4,2
ヨーロッパ,スペイン,2019-04-01 00:00:00,Qtr 2,April,13858,150.516%,0.030%,,,4,2
ヨーロッパ,その他ヨーロッパ,2019-04-01 00:00:00,Qtr 2,April,15452,112.337%,,,,4,2
ヨーロッパ,デンマーク,2019-04-01 00:00:00,Qtr 2,April,4215,151.346%,0.073%,16.82,94.867%,4,2
ヨーロッパ,ドイツ,2019-04-01 00:00:00,Qtr 2,April,27829,125.855%,0.033%,,,4,2
ヨーロッパ,トルコ,2019-04-01 00:00:00,Qtr 2,April,2483,92.271%,0.003%,19.50,73.640%,4,2
ヨーロッパ,ノルウェー,2019-04-01 00:00:00,Qtr 2,April,3756,204.798%,0.068%,13.06,95.190%,4,2
ヨーロッパ,フィンランド,2019-04-01 00:00:00,Qtr 2,April,2604,90.795%,0.047%,,,4,2
ヨーロッパ,フランス,2019-04-01 00:00:00,Qtr 2,April,46005,104.445%,0.070%,,,4,2
ヨーロッパ,ベルギー,2019-04-01 00:00:00,Qtr 2,April,5258,124.923%,0.045%,,,4,2
ヨーロッパ,ポーランド,2019-04-01 00:00:00,Qtr 2,April,5972,108.582%,0.016%,29.31,92.959%,4,2
ヨーロッパ,ポルトガル,2019-04-01 00:00:00,Qtr 2,April,3527,143.141%,0.035%,,,4,2
ヨーロッパ,ロシア,2019-04-01 00:00:00,Qtr 2,April,13787,111.410%,0.009%,1.73,97.191%,4,2
ヨーロッパ,英国,2019-04-01 00:00:00,Qtr 2,April,44537,123.081%,0.065%,145.66,96.120%,4,2
近隣アジア,マカオ,2019-04-01 00:00:00,Qtr 2,April,6873,92.206%,0.982%,,,4,2
近隣アジア,韓国,2019-04-01 00:00:00,Qtr 2,April,566624,88.740%,1.105%,9.80,97.416%,4,2
近隣アジア,香港,2019-04-01 00:00:00,Qtr 2,April,194806,108.268%,2.563%,14.24,104.018%,4,2
近隣アジア,台湾,2019-04-01 00:00:00,Qtr 2,April,403467,85.836%,1.713%,3.62,98.907%,4,2
近隣アジア,中国,2019-04-01 00:00:00,Qtr 2,April,726132,106.256%,0.051%,16.64,97.367%,4,2
中東,イスラエル,2019-04-01 00:00:00,Qtr 2,April,7453,109.249%,0.084%,,,4,2
東南アジア,インド,2019-04-01 00:00:00,Qtr 2,April,18376,103.743%,0.001%,1.62,98.780%,4,2
東南アジア,インドネシア,2019-04-01 00:00:00,Qtr 2,April,39768,92.263%,0.014%,0.79,101.282%,4,2
東南アジア,シンガポール,2019-04-01 00:00:00,Qtr 2,April,36704,97.604%,0.622%,82.44,100.869%,4,2
東南アジア,タイ,2019-04-01 00:00:00,Qtr 2,April,164817,110.878%,0.235%,3.51,102.035%,4,2
東南アジア,フィリピン,2019-04-01 00:00:00,Qtr 2,April,69266,108.409%,0.062%,2.15,104.369%,4,2
東南アジア,ベトナム,2019-04-01 00:00:00,Qtr 2,April,55295,109.933%,0.056%,,,4,2
東南アジア,マレーシア,2019-04-01 00:00:00,Qtr 2,April,46092,93.660%,0.139%,27.19,98.194%,4,2
南アメリカ,その他南アメリカ,2019-04-01 00:00:00,Qtr 2,April,7363,110.522%,,,,4,2
南アメリカ,ブラジル,2019-04-01 00:00:00,Qtr 2,April,5726,110.455%,0.003%,,,4,2
南アメリカ,メキシコ,2019-04-01 00:00:00,Qtr 2,April,8222,155.514%,0.006%,5.89,100.512%,4,2
北アメリカ,カナダ,2019-04-01 00:00:00,Qtr 2,April,38897,113.551%,0.101%,83.57,98.993%,4,2
北アメリカ,その他北アメリカ,2019-04-01 00:00:00,Qtr 2,April,1689,132.471%,,,,4,2
北アメリカ,米国,2019-04-01 00:00:00,Qtr 2,April,170247,115.792%,0.051%,111.73,103.993%,4,2
,,2019-03-01 00:00:00,Qtr 1,March,,,,99.33,102.559%,3,1
オセアニア,その他オセアニア,2019-03-01 00:00:00,Qtr 1,March,419,121.098%,,,,3,1
オセアニア,ニュージーランド,2019-03-01 00:00:00,Qtr 1,March,5393,95.587%,0.110%,75.99,98.688%,3,1
オセアニア,豪州,2019-03-01 00:00:00,Qtr 1,March,44175,93.055%,0.169%,78.71,95.522%,3,1
その他,無国籍・その他,2019-03-01 00:00:00,Qtr 1,March,60,80.000%,,,,3,1
その他アジア,その他アジア,2019-03-01 00:00:00,Qtr 1,March,22211,120.417%,,,,3,1
その他アジア,モンゴル,2019-03-01 00:00:00,Qtr 1,March,2989,128.725%,0.088%,,,3,1
ヨーロッパ,アイルランド,2019-03-01 00:00:00,Qtr 1,March,1970,90.450%,0.039%,,,3,1
ヨーロッパ,イタリア,2019-03-01 00:00:00,Qtr 1,March,14956,112.927%,0.025%,,,3,1
ヨーロッパ,オーストリア,2019-03-01 00:00:00,Qtr 1,March,2498,107.395%,0.027%,,,3,1
ヨーロッパ,オランダ,2019-03-01 00:00:00,Qtr 1,March,7071,125.998%,0.041%,,,3,1
ヨーロッパ,スイス,2019-03-01 00:00:00,Qtr 1,March,5066,90.030%,0.058%,111.13,99.188%,3,1
ヨーロッパ,スウェーデン,2019-03-01 00:00:00,Qtr 1,March,5461,86.820%,0.054%,11.97,92.935%,3,1
ヨーロッパ,スペイン,2019-03-01 00:00:00,Qtr 1,March,8916,77.369%,0.019%,,,3,1
ヨーロッパ,その他ヨーロッパ,2019-03-01 00:00:00,Qtr 1,March,13440,130.549%,,,,3,1
ヨーロッパ,デンマーク,2019-03-01 00:00:00,Qtr 1,March,3132,82.119%,0.054%,16.84,95.845%,3,1
ヨーロッパ,ドイツ,2019-03-01 00:00:00,Qtr 1,March,28659,114.990%,0.034%,,,3,1
ヨーロッパ,トルコ,2019-03-01 00:00:00,Qtr 1,March,2181,102.539%,0.003%,20.44,74.790%,3,1
ヨーロッパ,ノルウェー,2019-03-01 00:00:00,Qtr 1,March,2335,65.867%,0.042%,12.93,94.725%,3,1
ヨーロッパ,フィンランド,2019-03-01 00:00:00,Qtr 1,March,2729,102.517%,0.049%,,,3,1
ヨーロッパ,フランス,2019-03-01 00:00:00,Qtr 1,March,29408,116.090%,0.045%,,,3,1
ヨーロッパ,ベルギー,2019-03-01 00:00:00,Qtr 1,March,3547,112.318%,0.030%,,,3,1
ヨーロッパ,ポーランド,2019-03-01 00:00:00,Qtr 1,March,4188,126.107%,0.011%,29.25,93.991%,3,1
ヨーロッパ,ポルトガル,2019-03-01 00:00:00,Qtr 1,March,2538,103.465%,0.025%,,,3,1
ヨーロッパ,ロシア,2019-03-01 00:00:00,Qtr 1,March,11701,131.236%,0.008%,1.71,91.935%,3,1
ヨーロッパ,英国,2019-03-01 00:00:00,Qtr 1,March,38610,106.077%,0.056%,146.64,98.967%,3,1
近隣アジア,マカオ,2019-03-01 00:00:00,Qtr 1,March,8045,108.467%,1.149%,,,3,1
近隣アジア,韓国,2019-03-01 00:00:00,Qtr 1,March,585586,94.572%,1.141%,9.83,99.293%,3,1
近隣アジア,香港,2019-03-01 00:00:00,Qtr 1,March,171430,87.620%,2.256%,14.17,104.730%,3,1
近隣アジア,台湾,2019-03-01 00:00:00,Qtr 1,March,402433,103.897%,1.708%,3.61,99.449%,3,1
近隣アジア,中国,2019-03-01 00:00:00,Qtr 1,March,691279,116.197%,0.049%,16.56,98.571%,3,1
中東,イスラエル,2019-03-01 00:00:00,Qtr 1,March,6032,100.316%,0.068%,,,3,1
東南アジア,インド,2019-03-01 00:00:00,Qtr 1,March,17752,128.340%,0.001%,1.60,98.160%,3,1
東南アジア,インドネシア,2019-03-01 00:00:00,Qtr 1,March,39609,122.144%,0.014%,0.78,101.299%,3,1
東南アジア,シンガポール,2019-03-01 00:00:00,Qtr 1,March,43687,114.697%,0.740%,82.13,101.797%,3,1
東南アジア,タイ,2019-03-01 00:00:00,Qtr 1,March,147443,126.873%,0.210%,3.51,103.540%,3,1
東南アジア,フィリピン,2019-03-01 00:00:00,Qtr 1,March,48277,86.051%,0.043%,2.12,103.922%,3,1
東南アジア,ベトナム,2019-03-01 00:00:00,Qtr 1,March,47881,135.890%,0.048%,,,3,1
東南アジア,マレーシア,2019-03-01 00:00:00,Qtr 1,March,50615,106.218%,0.152%,27.28,100.257%,3,1
南アメリカ,その他南アメリカ,2019-03-01 00:00:00,Qtr 1,March,5619,82.463%,,,,3,1
南アメリカ,ブラジル,2019-03-01 00:00:00,Qtr 1,March,5070,114.061%,0.002%,,,3,1
南アメリカ,メキシコ,2019-03-01 00:00:00,Qtr 1,March,5740,71.912%,0.004%,5.78,101.404%,3,1
北アメリカ,カナダ,2019-03-01 00:00:00,Qtr 1,March,37959,108.809%,0.099%,83.23,101.364%,3,1
北アメリカ,その他北アメリカ,2019-03-01 00:00:00,Qtr 1,March,1510,105.447%,,,,3,1
北アメリカ,米国,2019-03-01 00:00:00,Qtr 1,March,176564,116.958%,0.053%,111.24,104.864%,3,1
,,2019-02-01 00:00:00,Qtr 1,February,,,,98.72,100.079%,2,1
オセアニア,その他オセアニア,2019-02-01 00:00:00,Qtr 1,February,239,99.583%,,,,2,1
オセアニア,ニュージーランド,2019-02-01 00:00:00,Qtr 1,February,5068,100.000%,0.103%,75.50,95.618%,2,1
オセアニア,豪州,2019-02-01 00:00:00,Qtr 1,February,47658,105.517%,0.183%,78.92,92.694%,2,1
その他,無国籍・その他,2019-02-01 00:00:00,Qtr 1,February,48,126.316%,,,,2,1
その他アジア,その他アジア,2019-02-01 00:00:00,Qtr 1,February,13167,123.808%,,,,2,1
