地域,国名,年月,四半期,月,人数,昨対比,人口比,通貨為替レート(円) の平均,為替昨対比,月,四半期
その他アジア,モンゴル,2019-02-01 00:00:00,Qtr 1,February,2108,121.639%,0.062%,,,2,1
ヨーロッパ,アイルランド,2019-02-01 00:00:00,Qtr 1,February,1333,103.014%,0.027%,,,2,1
ヨーロッパ,イタリア,2019-02-01 00:00:00,Qtr 1,February,5897,99.243%,0.010%,,,2,1
ヨーロッパ,オーストリア,2019-02-01 00:00:00,Qtr 1,February,1479,109.232%,0.016%,,,2,1
ヨーロッパ,オランダ,2019-02-01 00:00:00,Qtr 1,February,4139,114.211%,0.024%,,,2,1
ヨーロッパ,スイス,2019-02-01 00:00:00,Qtr 1,February,2568,98.203%,0.029%,110.20,95.288%,2,1
ヨーロッパ,スウェーデン,2019-02-01 00:00:00,Qtr 1,February,3228,93.106%,0.032%,11.94,88.773%,2,1
ヨーロッパ,スペイン,2019-02-01 00:00:00,Qtr 1,February,4533,108.627%,0.010%,,,2,1
ヨーロッパ,その他ヨーロッパ,2019-02-01 00:00:00,Qtr 1,February,5679,116.828%,,,,2,1
ヨーロッパ,デンマーク,2019-02-01 00:00:00,Qtr 1,February,1843,116.572%,0.032%,16.79,93.642%,2,1
ヨーロッパ,ドイツ,2019-02-01 00:00:00,Qtr 1,February,13384,101.363%,0.016%,,,2,1
ヨーロッパ,トルコ,2019-02-01 00:00:00,Qtr 1,February,1105,111.842%,0.001%,20.96,73.389%,2,1
ヨーロッパ,ノルウェー,2019-02-01 00:00:00,Qtr 1,February,1640,101.863%,0.030%,12.87,93.193%,2,1
ヨーロッパ,フィンランド,2019-02-01 00:00:00,Qtr 1,February,2213,124.117%,0.040%,,,2,1
ヨーロッパ,フランス,2019-02-01 00:00:00,Qtr 1,February,17397,107.045%,0.027%,,,2,1
ヨーロッパ,ベルギー,2019-02-01 00:00:00,Qtr 1,February,1849,108.829%,0.016%,,,2,1
ヨーロッパ,ポーランド,2019-02-01 00:00:00,Qtr 1,February,1591,97.908%,0.004%,29.03,90.549%,2,1
ヨーロッパ,ポルトガル,2019-02-01 00:00:00,Qtr 1,February,1571,102.814%,0.016%,,,2,1
ヨーロッパ,ロシア,2019-02-01 00:00:00,Qtr 1,February,5601,113.449%,0.004%,1.68,88.421%,2,1
ヨーロッパ,英国,2019-02-01 00:00:00,Qtr 1,February,23554,98.585%,0.034%,143.62,95.043%,2,1
近隣アジア,マカオ,2019-02-01 00:00:00,Qtr 1,February,7933,96.815%,1.133%,,,2,1
近隣アジア,韓国,2019-02-01 00:00:00,Qtr 1,February,715804,101.057%,1.395%,9.84,98.204%,2,1
近隣アジア,香港,2019-02-01 00:00:00,Qtr 1,February,179324,100.472%,2.360%,14.06,101.884%,2,1
近隣アジア,台湾,2019-02-01 00:00:00,Qtr 1,February,399829,99.743%,1.697%,3.58,96.757%,2,1
近隣アジア,中国,2019-02-01 00:00:00,Qtr 1,February,723617,101.017%,0.051%,16.36,95.673%,2,1
中東,イスラエル,2019-02-01 00:00:00,Qtr 1,February,1524,151.944%,0.017%,,,2,1
東南アジア,インド,2019-02-01 00:00:00,Qtr 1,February,9071,115.275%,0.001%,1.55,92.262%,2,1
東南アジア,インドネシア,2019-02-01 00:00:00,Qtr 1,February,24622,116.675%,0.009%,0.79,98.750%,2,1
東南アジア,シンガポール,2019-02-01 00:00:00,Qtr 1,February,26102,111.091%,0.442%,81.56,99.609%,2,1
東南アジア,タイ,2019-02-01 00:00:00,Qtr 1,February,107845,131.491%,0.154%,3.53,102.915%,2,1
東南アジア,フィリピン,2019-02-01 00:00:00,Qtr 1,February,35170,127.896%,0.031%,2.12,101.923%,2,1
東南アジア,ベトナム,2019-02-01 00:00:00,Qtr 1,February,39377,168.523%,0.040%,,,2,1
東南アジア,マレーシア,2019-02-01 00:00:00,Qtr 1,February,36660,103.797%,0.110%,27.08,97.939%,2,1
南アメリカ,その他南アメリカ,2019-02-01 00:00:00,Qtr 1,February,3761,75.903%,,,,2,1
南アメリカ,ブラジル,2019-02-01 00:00:00,Qtr 1,February,2122,95.414%,0.001%,,,2,1
南アメリカ,メキシコ,2019-02-01 00:00:00,Qtr 1,February,2889,89.112%,0.002%,5.75,99.309%,2,1
北アメリカ,カナダ,2019-02-01 00:00:00,Qtr 1,February,23883,114.585%,0.062%,83.61,97.255%,2,1
北アメリカ,その他北アメリカ,2019-02-01 00:00:00,Qtr 1,February,891,113.793%,,,,2,1
北アメリカ,米国,2019-02-01 00:00:00,Qtr 1,February,92669,113.116%,0.028%,110.39,102.241%,2,1
,,2019-01-01 00:00:00,Qtr 1,January,,,,97.59,96.687%,1,1
オセアニア,その他オセアニア,2019-01-01 00:00:00,Qtr 1,January,493,108.830%,,,,1,1
オセアニア,ニュージーランド,2019-01-01 00:00:00,Qtr 1,January,7920,116.402%,0.162%,73.92,91.758%,1,1
オセアニア,豪州,2019-01-01 00:00:00,Qtr 1,January,81063,115.930%,0.311%,78.01,88.367%,1,1
その他,無国籍・その他,2019-01-01 00:00:00,Qtr 1,January,45,72.581%,,,,1,1
その他アジア,その他アジア,2019-01-01 00:00:00,Qtr 1,January,16558,117.333%,,,,1,1
その他アジア,モンゴル,2019-01-01 00:00:00,Qtr 1,January,2893,120.091%,0.085%,,,1,1
ヨーロッパ,アイルランド,2019-01-01 00:00:00,Qtr 1,January,1316,104.610%,0.026%,,,1,1
ヨーロッパ,イタリア,2019-01-01 00:00:00,Qtr 1,January,6033,94.398%,0.010%,,,1,1
ヨーロッパ,オーストリア,2019-01-01 00:00:00,Qtr 1,January,1382,111.362%,0.015%,,,1,1
ヨーロッパ,オランダ,2019-01-01 00:00:00,Qtr 1,January,3321,97.504%,0.019%,,,1,1
ヨーロッパ,スイス,2019-01-01 00:00:00,Qtr 1,January,2399,108.650%,0.027%,110.16,95.459%,1,1
ヨーロッパ,スウェーデン,2019-01-01 00:00:00,Qtr 1,January,3509,101.710%,0.034%,12.12,87.890%,1,1
ヨーロッパ,スペイン,2019-01-01 00:00:00,Qtr 1,January,4382,105.160%,0.009%,,,1,1
ヨーロッパ,その他ヨーロッパ,2019-01-01 00:00:00,Qtr 1,January,5815,110.425%,,,,1,1
ヨーロッパ,デンマーク,2019-01-01 00:00:00,Qtr 1,January,1544,91.361%,0.027%,16.67,91.694%,1,1
ヨーロッパ,ドイツ,2019-01-01 00:00:00,Qtr 1,January,11358,102.639%,0.014%,,,1,1
ヨーロッパ,トルコ,2019-01-01 00:00:00,Qtr 1,January,1153,104.723%,0.001%,20.34,69.278%,1,1
ヨーロッパ,ノルウェー,2019-01-01 00:00:00,Qtr 1,January,1537,117.149%,0.028%,12.76,90.819%,1,1
ヨーロッパ,フィンランド,2019-01-01 00:00:00,Qtr 1,January,1875,100.590%,0.033%,,,1,1
ヨーロッパ,フランス,2019-01-01 00:00:00,Qtr 1,January,15320,104.917%,0.023%,,,1,1
ヨーロッパ,ベルギー,2019-01-01 00:00:00,Qtr 1,January,1572,104.940%,0.013%,,,1,1
ヨーロッパ,ポーランド,2019-01-01 00:00:00,Qtr 1,January,1517,83.766%,0.004%,29.02,89.237%,1,1
ヨーロッパ,ポルトガル,2019-01-01 00:00:00,Qtr 1,January,1587,117.905%,0.016%,,,1,1
ヨーロッパ,ロシア,2019-01-01 00:00:00,Qtr 1,January,6316,111.021%,0.004%,1.64,83.673%,1,1
ヨーロッパ,英国,2019-01-01 00:00:00,Qtr 1,January,21554,108.241%,0.031%,140.81,91.793%,1,1
近隣アジア,マカオ,2019-01-01 00:00:00,Qtr 1,January,6608,107.151%,0.944%,,,1,1
近隣アジア,韓国,2019-01-01 00:00:00,Qtr 1,January,779383,96.960%,1.519%,9.72,93.551%,1,1
近隣アジア,香港,2019-01-01 00:00:00,Qtr 1,January,154292,96.120%,2.030%,13.90,98.025%,1,1
近隣アジア,台湾,2019-01-01 00:00:00,Qtr 1,January,387498,110.549%,1.645%,3.54,93.899%,1,1
近隣アジア,中国,2019-01-01 00:00:00,Qtr 1,January,754421,119.313%,0.053%,16.05,92.990%,1,1
中東,イスラエル,2019-01-01 00:00:00,Qtr 1,January,1107,117.516%,0.012%,,,1,1
東南アジア,インド,2019-01-01 00:00:00,Qtr 1,January,12468,109.966%,0.001%,1.54,88.506%,1,1
東南アジア,インドネシア,2019-01-01 00:00:00,Qtr 1,January,32477,108.728%,0.012%,0.77,92.771%,1,1
東南アジア,シンガポール,2019-01-01 00:00:00,Qtr 1,January,22676,107.119%,0.384%,80.39,95.805%,1,1
東南アジア,タイ,2019-01-01 00:00:00,Qtr 1,January,92649,112.177%,0.132%,3.43,98.563%,1,1
東南アジア,フィリピン,2019-01-01 00:00:00,Qtr 1,January,35987,113.502%,0.032%,2.08,94.977%,1,1
東南アジア,ベトナム,2019-01-01 00:00:00,Qtr 1,January,35375,127.694%,0.036%,,,1,1
東南アジア,マレーシア,2019-01-01 00:00:00,Qtr 1,January,31399,100.922%,0.095%,26.50,94.340%,1,1
南アメリカ,その他南アメリカ,2019-01-01 00:00:00,Qtr 1,January,4485,83.785%,,,,1,1
南アメリカ,ブラジル,2019-01-01 00:00:00,Qtr 1,January,2935,84.582%,0.001%,,,1,1
南アメリカ,メキシコ,2019-01-01 00:00:00,Qtr 1,January,3615,99.917%,0.003%,5.70,96.939%,1,1
北アメリカ,カナダ,2019-01-01 00:00:00,Qtr 1,January,22293,108.964%,0.058%,82.03,92.013%,1,1
北アメリカ,その他北アメリカ,2019-01-01 00:00:00,Qtr 1,January,1241,107.819%,,,,1,1
北アメリカ,米国,2019-01-01 00:00:00,Qtr 1,January,103191,112.147%,0.031%,108.99,98.313%,1,1
,,2018-12-01 00:00:00,Qtr 4,December,,,,100.53,98.424%,12,4
オセアニア,その他オセアニア,2018-12-01 00:00:00,Qtr 4,December,313,104.333%,,,,12,4
オセアニア,ニュージーランド,2018-12-01 00:00:00,Qtr 4,December,7590,111.980%,0.155%,76.86,97.687%,12,4
オセアニア,豪州,2018-12-01 00:00:00,Qtr 4,December,63608,111.024%,0.244%,80.86,93.620%,12,4
その他,無国籍・その他,2018-12-01 00:00:00,Qtr 4,December,53,77.941%,,,,12,4
その他アジア,その他アジア,2018-12-01 00:00:00,Qtr 4,December,15399,112.739%,,,,12,4
その他アジア,モンゴル,2018-12-01 00:00:00,Qtr 4,December,2460,126.348%,0.072%,,,12,4
ヨーロッパ,アイルランド,2018-12-01 00:00:00,Qtr 4,December,1295,105.542%,0.026%,,,12,4
ヨーロッパ,イタリア,2018-12-01 00:00:00,Qtr 4,December,8942,94.825%,0.015%,,,12,4
ヨーロッパ,オーストリア,2018-12-01 00:00:00,Qtr 4,December,1281,101.425%,0.014%,,,12,4
ヨーロッパ,オランダ,2018-12-01 00:00:00,Qtr 4,December,4186,113.319%,0.024%,,,12,4
ヨーロッパ,スイス,2018-12-01 00:00:00,Qtr 4,December,2866,99.238%,0.033%,113.32,99.039%,12,4
ヨーロッパ,スウェーデン,2018-12-01 00:00:00,Qtr 4,December,3699,105.265%,0.036%,12.44,92.422%,12,4
ヨーロッパ,スペイン,2018-12-01 00:00:00,Qtr 4,December,5990,101.457%,0.013%,,,12,4
ヨーロッパ,その他ヨーロッパ,2018-12-01 00:00:00,Qtr 4,December,5679,105.362%,,,,12,4
ヨーロッパ,デンマーク,2018-12-01 00:00:00,Qtr 4,December,1455,111.580%,0.025%,17.14,95.381%,12,4
ヨーロッパ,ドイツ,2018-12-01 00:00:00,Qtr 4,December,12466,108.447%,0.015%,,,12,4
ヨーロッパ,トルコ,2018-12-01 00:00:00,Qtr 4,December,1116,97.638%,0.001%,21.17,71.885%,12,4
ヨーロッパ,ノルウェー,2018-12-01 00:00:00,Qtr 4,December,1284,110.594%,0.023%,13.05,96.026%,12,4
ヨーロッパ,フィンランド,2018-12-01 00:00:00,Qtr 4,December,1973,98.502%,0.035%,,,12,4
ヨーロッパ,フランス,2018-12-01 00:00:00,Qtr 4,December,17728,104.068%,0.027%,,,12,4
ヨーロッパ,ベルギー,2018-12-01 00:00:00,Qtr 4,December,1675,105.280%,0.014%,,,12,4
ヨーロッパ,ポーランド,2018-12-01 00:00:00,Qtr 4,December,1335,110.149%,0.004%,29.84,93.777%,12,4
ヨーロッパ,ポルトガル,2018-12-01 00:00:00,Qtr 4,December,2433,113.851%,0.024%,,,12,4
ヨーロッパ,ロシア,2018-12-01 00:00:00,Qtr 4,December,6293,110.229%,0.004%,1.67,86.528%,12,4
ヨーロッパ,英国,2018-12-01 00:00:00,Qtr 4,December,22888,99.712%,0.033%,142.45,94.008%,12,4
近隣アジア,マカオ,2018-12-01 00:00:00,Qtr 4,December,12327,92.075%,1.761%,,,12,4
近隣アジア,韓国,2018-12-01 00:00:00,Qtr 4,December,681566,100.392%,1.329%,10.02,96.161%,12,4
近隣アジア,香港,2018-12-01 00:00:00,Qtr 4,December,209454,101.067%,2.756%,14.39,99.447%,12,4
近隣アジア,台湾,2018-12-01 00:00:00,Qtr 4,December,335790,105.093%,1.425%,3.66,97.082%,12,4
近隣アジア,中国,2018-12-01 00:00:00,Qtr 4,December,599086,106.171%,0.042%,16.33,95.274%,12,4
中東,イスラエル,2018-12-01 00:00:00,Qtr 4,December,1196,107.554%,0.013%,,,12,4
東南アジア,インド,2018-12-01 00:00:00,Qtr 4,December,10272,114.989%,0.001%,1.59,90.341%,12,4
東南アジア,インドネシア,2018-12-01 00:00:00,Qtr 4,December,53966,103.101%,0.019%,0.78,93.976%,12,4
東南アジア,シンガポール,2018-12-01 00:00:00,Qtr 4,December,87083,100.752%,1.476%,82.06,97.772%,12,4
東南アジア,タイ,2018-12-01 00:00:00,Qtr 4,December,128304,110.764%,0.183%,3.44,99.422%,12,4
東南アジア,フィリピン,2018-12-01 00:00:00,Qtr 4,December,55666,114.367%,0.049%,2.13,94.667%,12,4
東南アジア,ベトナム,2018-12-01 00:00:00,Qtr 4,December,24356,123.773%,0.025%,,,12,4
東南アジア,マレーシア,2018-12-01 00:00:00,Qtr 4,December,67627,104.505%,0.204%,26.96,97.188%,12,4
南アメリカ,その他南アメリカ,2018-12-01 00:00:00,Qtr 4,December,3571,97.038%,,,,12,4
南アメリカ,ブラジル,2018-12-01 00:00:00,Qtr 4,December,3454,100.261%,0.002%,,,12,4
南アメリカ,メキシコ,2018-12-01 00:00:00,Qtr 4,December,5166,96.905%,0.004%,5.58,94.576%,12,4
北アメリカ,カナダ,2018-12-01 00:00:00,Qtr 4,December,28132,103.981%,0.073%,83.86,94.811%,12,4
北アメリカ,その他北アメリカ,2018-12-01 00:00:00,Qtr 4,December,1090,116.578%,,,,12,4
北アメリカ,米国,2018-12-01 00:00:00,Qtr 4,December,126850,109.199%,0.038%,112.51,99.531%,12,4
,,2018-11-01 00:00:00,Qtr 4,November,,,,101.31,99.439%,11,4
オセアニア,その他オセアニア,2018-11-01 00:00:00,Qtr 4,November,425,81.731%,,,,11,4
オセアニア,ニュージーランド,2018-11-01 00:00:00,Qtr 4,November,5315,104.338%,0.108%,76.67,98.535%,11,4
オセアニア,豪州,2018-11-01 00:00:00,Qtr 4,November,39840,101.661%,0.153%,82.10,95.365%,11,4
その他,無国籍・その他,2018-11-01 00:00:00,Qtr 4,November,57,98.276%,,,,11,4
その他アジア,その他アジア,2018-11-01 00:00:00,Qtr 4,November,16384,106.952%,,,,11,4
その他アジア,モンゴル,2018-11-01 00:00:00,Qtr 4,November,2626,129.743%,0.077%,,,11,4
ヨーロッパ,アイルランド,2018-11-01 00:00:00,Qtr 4,November,1658,109.584%,0.033%,,,11,4
ヨーロッパ,イタリア,2018-11-01 00:00:00,Qtr 4,November,11621,124.850%,0.019%,,,11,4
ヨーロッパ,オーストリア,2018-11-01 00:00:00,Qtr 4,November,1923,95.151%,0.021%,,,11,4
ヨーロッパ,オランダ,2018-11-01 00:00:00,Qtr 4,November,5809,111.284%,0.034%,,,11,4
ヨーロッパ,スイス,2018-11-01 00:00:00,Qtr 4,November,3552,110.551%,0.040%,113.21,99.455%,11,4
ヨーロッパ,スウェーデン,2018-11-01 00:00:00,Qtr 4,November,4372,115.509%,0.043%,12.51,92.873%,11,4
ヨーロッパ,スペイン,2018-11-01 00:00:00,Qtr 4,November,8842,125.259%,0.019%,,,11,4
ヨーロッパ,その他ヨーロッパ,2018-11-01 00:00:00,Qtr 4,November,9613,122.505%,,,,11,4
ヨーロッパ,デンマーク,2018-11-01 00:00:00,Qtr 4,November,2121,114.094%,0.037%,17.26,96.966%,11,4
ヨーロッパ,ドイツ,2018-11-01 00:00:00,Qtr 4,November,18544,116.548%,0.022%,,,11,4
ヨーロッパ,トルコ,2018-11-01 00:00:00,Qtr 4,November,1480,93.375%,0.002%,21.11,72.618%,11,4
ヨーロッパ,ノルウェー,2018-11-01 00:00:00,Qtr 4,November,1553,107.326%,0.028%,13.38,96.957%,11,4
ヨーロッパ,フィンランド,2018-11-01 00:00:00,Qtr 4,November,2091,104.655%,0.037%,,,11,4
ヨーロッパ,フランス,2018-11-01 00:00:00,Qtr 4,November,22058,115.336%,0.034%,,,11,4
ヨーロッパ,ベルギー,2018-11-01 00:00:00,Qtr 4,November,2729,112.769%,0.023%,,,11,4
ヨーロッパ,ポーランド,2018-11-01 00:00:00,Qtr 4,November,2953,115.713%,0.008%,29.95,95.565%,11,4
ヨーロッパ,ポルトガル,2018-11-01 00:00:00,Qtr 4,November,2477,147.616%,0.025%,,,11,4
ヨーロッパ,ロシア,2018-11-01 00:00:00,Qtr 4,November,9272,118.235%,0.006%,1.71,89.529%,11,4
ヨーロッパ,英国,2018-11-01 00:00:00,Qtr 4,November,27417,109.664%,0.040%,146.30,97.971%,11,4
近隣アジア,マカオ,2018-11-01 00:00:00,Qtr 4,November,7287,91.707%,1.041%,,,11,4
近隣アジア,韓国,2018-11-01 00:00:00,Qtr 4,November,588213,94.476%,1.147%,10.05,98.145%,11,4
近隣アジア,香港,2018-11-01 00:00:00,Qtr 4,November,167184,96.680%,2.200%,14.48,100.069%,11,4
近隣アジア,台湾,2018-11-01 00:00:00,Qtr 4,November,351905,96.896%,1.494%,3.68,98.133%,11,4
近隣アジア,中国,2018-11-01 00:00:00,Qtr 4,November,617252,108.834%,0.043%,16.35,95.951%,11,4
中東,イスラエル,2018-11-01 00:00:00,Qtr 4,November,3447,131.214%,0.039%,,,11,4
東南アジア,インド,2018-11-01 00:00:00,Qtr 4,November,13265,122.033%,0.001%,1.58,90.805%,11,4
東南アジア,インドネシア,2018-11-01 00:00:00,Qtr 4,November,32110,112.473%,0.012%,0.77,91.667%,11,4
東南アジア,シンガポール,2018-11-01 00:00:00,Qtr 4,November,54274,107.429%,0.920%,82.42,98.979%,11,4
東南アジア,タイ,2018-11-01 00:00:00,Qtr 4,November,102911,108.863%,0.147%,3.44,100.292%,11,4
東南アジア,フィリピン,2018-11-01 00:00:00,Qtr 4,November,46965,115.686%,0.042%,2.15,96.847%,11,4
東南アジア,ベトナム,2018-11-01 00:00:00,Qtr 4,November,33986,136.600%,0.034%,,,11,4
東南アジア,マレーシア,2018-11-01 00:00:00,Qtr 4,November,55519,106.320%,0.167%,27.10,100.111%,11,4
南アメリカ,その他南アメリカ,2018-11-01 00:00:00,Qtr 4,November,3804,101.494%,,,,11,4
南アメリカ,ブラジル,2018-11-01 00:00:00,Qtr 4,November,3308,107.263%,0.002%,,,11,4
南アメリカ,メキシコ,2018-11-01 00:00:00,Qtr 4,November,5313,103.346%,0.004%,5.61,94.128%,11,4
北アメリカ,カナダ,2018-11-01 00:00:00,Qtr 4,November,27638,110.530%,0.072%,85.90,97.106%,11,4
北アメリカ,その他北アメリカ,2018-11-01 00:00:00,Qtr 4,November,1233,129.653%,,,,11,4
北アメリカ,米国,2018-11-01 00:00:00,Qtr 4,November,127006,110.526%,0.038%,113.37,100.372%,11,4
,,2018-10-01 00:00:00,Qtr 4,October,,,,101.07,99.125%,10,4
オセアニア,その他オセアニア,2018-10-01 00:00:00,Qtr 4,October,466,128.729%,,,,10,4
オセアニア,ニュージーランド,2018-10-01 00:00:00,Qtr 4,October,7596,121.517%,0.155%,73.74,92.534%,10,4
オセアニア,豪州,2018-10-01 00:00:00,Qtr 4,October,47444,120.352%,0.182%,80.22,91.107%,10,4
その他,無国籍・その他,2018-10-01 00:00:00,Qtr 4,October,61,103.390%,,,,10,4
その他アジア,その他アジア,2018-10-01 00:00:00,Qtr 4,October,18687,106.297%,,,,10,4
その他アジア,モンゴル,2018-10-01 00:00:00,Qtr 4,October,2354,104.855%,0.069%,,,10,4
ヨーロッパ,アイルランド,2018-10-01 00:00:00,Qtr 4,October,2105,108.786%,0.042%,,,10,4
ヨーロッパ,イタリア,2018-10-01 00:00:00,Qtr 4,October,15064,119.984%,0.025%,,,10,4
ヨーロッパ,オーストリア,2018-10-01 00:00:00,Qtr 4,October,2999,131.362%,0.033%,,,10,4
ヨーロッパ,オランダ,2018-10-01 00:00:00,Qtr 4,October,8195,116.522%,0.048%,,,10,4
ヨーロッパ,スイス,2018-10-01 00:00:00,Qtr 4,October,6594,112.487%,0.075%,113.59,98.654%,10,4
ヨーロッパ,スウェーデン,2018-10-01 00:00:00,Qtr 4,October,6041,100.986%,0.059%,12.49,90.311%,10,4
ヨーロッパ,スペイン,2018-10-01 00:00:00,Qtr 4,October,14090,116.959%,0.030%,,,10,4
ヨーロッパ,その他ヨーロッパ,2018-10-01 00:00:00,Qtr 4,October,11770,110.454%,,,,10,4
ヨーロッパ,デンマーク,2018-10-01 00:00:00,Qtr 4,October,3756,107.869%,0.065%,17.38,97.367%,10,4
ヨーロッパ,ドイツ,2018-10-01 00:00:00,Qtr 4,October,24864,112.604%,0.030%,,,10,4
ヨーロッパ,トルコ,2018-10-01 00:00:00,Qtr 4,October,1871,103.829%,0.002%,19.41,63.081%,10,4
ヨーロッパ,ノルウェー,2018-10-01 00:00:00,Qtr 4,October,2048,109.871%,0.037%,13.68,96.747%,10,4
ヨーロッパ,フィンランド,2018-10-01 00:00:00,Qtr 4,October,3211,123.263%,0.057%,,,10,4
ヨーロッパ,フランス,2018-10-01 00:00:00,Qtr 4,October,34320,113.744%,0.052%,,,10,4
ヨーロッパ,ベルギー,2018-10-01 00:00:00,Qtr 4,October,4005,99.207%,0.034%,,,10,4
ヨーロッパ,ポーランド,2018-10-01 00:00:00,Qtr 4,October,3596,118.289%,0.010%,30.13,96.694%,10,4
ヨーロッパ,ポルトガル,2018-10-01 00:00:00,Qtr 4,October,2758,113.826%,0.027%,,,10,4
ヨーロッパ,ロシア,2018-10-01 00:00:00,Qtr 4,October,10778,115.706%,0.007%,1.72,87.755%,10,4
ヨーロッパ,英国,2018-10-01 00:00:00,Qtr 4,October,36850,110.904%,0.054%,146.82,98.378%,10,4
近隣アジア,マカオ,2018-10-01 00:00:00,Qtr 4,October,7732,94.109%,1.105%,,,10,4
近隣アジア,韓国,2018-10-01 00:00:00,Qtr 4,October,571176,91.986%,1.113%,9.97,100.000%,10,4
近隣アジア,香港,2018-10-01 00:00:00,Qtr 4,October,169473,99.047%,2.230%,14.39,99.447%,10,4
近隣アジア,台湾,2018-10-01 00:00:00,Qtr 4,October,379633,90.154%,1.611%,3.65,97.855%,10,4
近隣アジア,中国,2018-10-01 00:00:00,Qtr 4,October,715255,107.749%,0.050%,16.29,95.487%,10,4
中東,イスラエル,2018-10-01 00:00:00,Qtr 4,October,3891,74.741%,0.044%,,,10,4
東南アジア,インド,2018-10-01 00:00:00,Qtr 4,October,13736,109.914%,0.001%,1.54,88.506%,10,4
東南アジア,インドネシア,2018-10-01 00:00:00,Qtr 4,October,28253,104.193%,0.010%,0.74,89.157%,10,4
東南アジア,シンガポール,2018-10-01 00:00:00,Qtr 4,October,35123,109.452%,0.595%,81.83,98.495%,10,4
東南アジア,タイ,2018-10-01 00:00:00,Qtr 4,October,117949,113.921%,0.168%,3.45,101.471%,10,4
東南アジア,フィリピン,2018-10-01 00:00:00,Qtr 4,October,47316,112.398%,0.042%,2.09,95.000%,10,4
東南アジア,ベトナム,2018-10-01 00:00:00,Qtr 4,October,39421,121.441%,0.040%,,,10,4
東南アジア,マレーシア,2018-10-01 00:00:00,Qtr 4,October,39139,99.449%,0.118%,27.15,101.571%,10,4
南アメリカ,その他南アメリカ,2018-10-01 00:00:00,Qtr 4,October,5921,98.733%,,,,10,4
南アメリカ,ブラジル,2018-10-01 00:00:00,Qtr 4,October,4617,97.159%,0.002%,,,10,4
南アメリカ,メキシコ,2018-10-01 00:00:00,Qtr 4,October,6903,108.572%,0.005%,5.89,98.003%,10,4
北アメリカ,カナダ,2018-10-01 00:00:00,Qtr 4,October,33753,114.814%,0.088%,86.77,96.658%,10,4
北アメリカ,その他北アメリカ,2018-10-01 00:00:00,Qtr 4,October,1550,118.411%,,,,10,4
北アメリカ,米国,2018-10-01 00:00:00,Qtr 4,October,143977,114.331%,0.043%,112.82,99.876%,10,4
,,2018-09-01 00:00:00,Qtr 3,September,,,,100.54,100.220%,9,3
オセアニア,その他オセアニア,2018-09-01 00:00:00,Qtr 3,September,420,101.205%,,,,9,3
オセアニア,ニュージーランド,2018-09-01 00:00:00,Qtr 3,September,6975,110.190%,0.142%,73.77,91.983%,9,3
オセアニア,豪州,2018-09-01 00:00:00,Qtr 3,September,48617,110.238%,0.186%,80.54,91.263%,9,3
その他,無国籍・その他,2018-09-01 00:00:00,Qtr 3,September,45,100.000%,,,,9,3
その他アジア,その他アジア,2018-09-01 00:00:00,Qtr 3,September,16612,101.783%,,,,9,3
その他アジア,モンゴル,2018-09-01 00:00:00,Qtr 3,September,2695,126.824%,0.079%,,,9,3
ヨーロッパ,アイルランド,2018-09-01 00:00:00,Qtr 3,September,1775,104.106%,0.036%,,,9,3
